batch_id,datetime,location,current_hop_clean,external_storage_clean,nombre_lectures,temperature_min,temperature_max,temperature_moyenne,humidite_moyenne,item_expiry_hours_min,ultra_low_temperature_freezer_hours_max,out_of_bound_temperature_hours_max,refrigeration_temperature_hours_max,temperature_range,temperature_change_from_previous_hour,temperature_max_rolling_mean_3h,temperature_max_rolling_std_3h,temperature_deviation_from_rolling_mean,context_group,storage_median,deviation_from_storage_median,absolute_deviation_from_storage_median,current_hop_clean_air_transit,current_hop_clean_dest_air_cargo,current_hop_clean_source_air_cargo,current_hop_clean_source_hub,current_hop_clean_source_reefer_truck,external_storage_clean_ultra_low_temperature_freezer,external_storage_clean_vaccine_storage_unit,iso_forest_pred,anomaly_score,is_model_flagged
batch002,2020-10-01 19:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,1.0,-69.66666666666667,0.5773502691896278,0.6666666666666714,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.32792824345500965,False
batch002,2020-10-01 20:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.3377777300659409,False
batch002,2020-10-01 21:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-70,-70,-70.0,95.0,840,0,0,0,0,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,True,False,1,-0.3120144503403306,False
batch002,2020-10-01 22:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.33732507397149486,False
batch002,2020-10-01 23:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-70,-70,-70.0,95.0,840,0,0,0,0,-1.0,-69.66666666666667,0.5773502691896278,-0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,True,False,1,-0.3229838430845815,False
batch002,2020-10-02 00:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-69,-69,-69.0,95.0,840,0,0,0,0,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.31771943875511394,False
batch002,2020-10-02 01:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.3491669960712361,False
batch002,2020-10-02 02:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,0.0,-69.0,0.0,0.0,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.32347017658240806,False
batch002,2020-10-02 03:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-71,-71.0,95.0,840,0,0,0,0,-2.0,-69.66666666666667,1.1547005383792495,-1.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,-2.0,2.0,True,False,False,False,False,True,False,1,-0.25084047606746596,False
batch002,2020-10-02 04:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,1.0,-70.0,0.9999999999999964,0.0,air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,True,False,1,-0.31083262513079096,False
batch002,2020-10-02 05:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,1.0,-70.0,0.9999999999999964,1.0,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.30099347556636524,False
batch002,2020-10-02 06:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,0.0,-69.33333333333333,0.5773502691896186,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.3377777300659409,False
batch002,2020-10-02 07:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.33475665422096784,False
batch002,2020-10-02 08:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,True,False,1,-0.32729167295734046,False
batch002,2020-10-02 09:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.3454540093428116,False
batch002,2020-10-02 10:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-71,-71.0,95.0,840,0,0,0,0,-2.0,-70.0,1.0000000000000018,-1.0,air_transit_ultra_low_temperature_freezer,-69.0,-2.0,2.0,True,False,False,False,False,True,False,1,-0.26414626126403745,False
batch002,2020-10-02 11:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-69,-69,-69.0,95.0,840,0,0,0,0,2.0,-69.66666666666667,1.1547005383792541,0.6666666666666714,air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,True,False,1,-0.2833759563273076,False
batch002,2020-10-02 12:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-69,-68,-68.5,95.0,840,0,0,0,1,1.0,-69.33333333333333,1.5275252316519463,1.3333333333333286,dest_air_cargo_ultra_low_temperature_freezer,-67.0,-1.0,1.0,False,True,False,False,False,True,False,1,-0.2527760845519808,False
batch002,2020-10-02 13:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-68,-65,-66.5,95.0,840,0,0,0,3,3.0,-67.33333333333333,2.081665999466129,2.3333333333333286,dest_air_cargo_ultra_low_temperature_freezer,-67.0,2.0,2.0,False,True,False,False,False,True,False,1,-0.13726507239578,False
batch002,2020-10-02 14:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-68,-67,-67.5,95.0,840,0,0,0,1,-2.0,-66.66666666666667,1.5275252316519392,-0.3333333333333286,dest_air_cargo_ultra_low_temperature_freezer,-67.0,0.0,0.0,False,True,False,False,False,True,False,1,-0.21925269620678922,False
batch002,2020-10-02 15:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-68,-66,-67.0,95.0,840,0,0,0,2,1.0,-66.0,0.9999999999999911,0.0,dest_air_cargo_ultra_low_temperature_freezer,-67.0,1.0,1.0,False,True,False,False,False,True,False,1,-0.2367614134198297,False
batch002,2020-10-02 16:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,1,-65,-65,-65.0,95.0,840,0,0,0,0,1.0,-66.0,0.9999999999999911,1.0,dest_air_cargo_ultra_low_temperature_freezer,-67.0,2.0,2.0,False,True,False,False,False,True,False,1,-0.1540154705017751,False
batch002,2020-10-02 17:00:00,Mumbai Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-69,-67,-68.0,95.0,840,0,0,0,2,-2.0,-66.0,0.9999999999999911,-1.0,dest_air_cargo_ultra_low_temperature_freezer,-67.0,0.0,0.0,False,True,False,False,False,True,False,1,-0.2186678038983642,False
batch002,2020-10-02 18:00:00,Mumbai Airport,dest_air_cargo,vaccine_storage_unit,2,-65,-61,-63.0,92.0,839,1,0,0,4,6.0,-64.33333333333333,3.0550504633038886,3.3333333333333286,dest_air_cargo_vaccine_storage_unit,7.0,-68.0,68.0,False,True,False,False,False,False,True,1,-0.01457974914210347,False
batch003,2020-11-01 01:00:00,"Kalamazoo, Michigan",source_hub,ultra_low_temperature_freezer,1,-69,-69,-69.0,95.0,840,0,0,0,0,0.0,-69.0,0.0,0.0,source_hub_ultra_low_temperature_freezer,-69.0,0.0,0.0,False,False,False,True,False,True,False,1,-0.3095030546648811,False
batch003,2020-11-01 02:00:00,"Kalamazoo, Michigan",source_hub,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,0.0,-69.0,0.0,0.0,source_hub_ultra_low_temperature_freezer,-69.0,0.0,0.0,False,False,False,True,False,True,False,1,-0.32347017658240806,False
