batch_id,datetime,location,current_hop_clean,external_storage_clean,nombre_lectures,temperature_min,temperature_max,temperature_moyenne,humidite_moyenne,item_expiry_hours_min,ultra_low_temperature_freezer_hours_max,out_of_bound_temperature_hours_max,refrigeration_temperature_hours_max,temperature_range,temperature_change_from_previous_hour,temperature_max_rolling_mean_3h,temperature_max_rolling_std_3h,temperature_deviation_from_rolling_mean,thermal_regime,context_group,storage_median,deviation_from_storage_median,absolute_deviation_from_storage_median,current_hop_clean_air_transit,current_hop_clean_dest_air_cargo,current_hop_clean_dest_reefer_truck,current_hop_clean_dest_vaccine_storage_unit,current_hop_clean_source_air_cargo,current_hop_clean_source_hub,current_hop_clean_source_reefer_truck,external_storage_clean_reefer_truck,external_storage_clean_ultra_low_temperature_freezer,external_storage_clean_vaccine_storage_unit,anomaly_score,is_anomaly
batch001,2020-09-01 11:00:00,"Shelbyville, Michigan",source_reefer_truck,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,ultra_low,ultra_low_source_reefer_truck_ultra_low_temperature_freezer,-70.0,0.0,0.0,False,False,False,False,False,False,True,False,True,False,-0.11186295613172298,False
batch001,2020-09-01 12:00:00,"Gerald R Ford International Airport, Michigan",source_air_cargo,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,0.0,-69.66666666666667,0.5773502691896278,-0.3333333333333286,ultra_low,ultra_low_source_air_cargo_ultra_low_temperature_freezer,-69.0,-1.0,1.0,False,False,False,False,True,False,False,False,True,False,-0.1325312722314524,False
batch001,2020-09-01 13:00:00,"Gerald R Ford International Airport, Michigan",source_air_cargo,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,1.0,-69.66666666666667,0.5773502691896278,0.6666666666666714,ultra_low,ultra_low_source_air_cargo_ultra_low_temperature_freezer,-69.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,-0.15762623204111093,False
batch001,2020-09-01 14:00:00,"Gerald R Ford International Airport, Michigan",source_air_cargo,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_source_air_cargo_ultra_low_temperature_freezer,-69.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,-0.16515600727532365,False
batch001,2020-09-01 15:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.1519615876032529,False
batch001,2020-09-01 16:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,False,False,False,True,False,-0.12521608800923628,False
batch001,2020-09-01 17:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.16355683387989783,False
batch001,2020-09-01 18:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.16515600727532365,False
batch001,2020-09-01 19:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.1519615876032529,False
batch001,2020-09-01 20:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-69,-69,-69.0,95.0,840,0,0,0,0,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.14337784613581012,False
batch001,2020-09-01 21:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,False,False,False,True,False,-0.12521608800923628,False
batch001,2020-09-01 22:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.1397300124108647,False
batch001,2020-09-01 23:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.16515600727532365,False
batch001,2020-09-02 00:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.1519615876032529,False
batch001,2020-09-02 01:00:00,Not Available,air_transit,ultra_low_temperature_freezer,1,-69,-69,-69.0,95.0,840,0,0,0,0,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.14337784613581012,False
batch001,2020-09-02 02:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,False,False,False,True,False,-0.12521608800923628,False
batch001,2020-09-02 03:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,0.0,-69.66666666666667,0.5773502691896278,-0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,False,False,False,True,False,-0.1325312722314524,False
batch001,2020-09-02 04:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,1.0,-69.66666666666667,0.5773502691896278,0.6666666666666714,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.15762623204111093,False
batch001,2020-09-02 05:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-69,-70.0,95.0,840,0,0,0,2,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.14090082048174457,False
batch001,2020-09-02 06:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,-0.1519615876032529,False
batch001,2020-09-02 07:00:00,Not Available,air_transit,ultra_low_temperature_freezer,2,-71,-70,-70.5,95.0,840,0,0,0,1,-1.0,-69.33333333333333,0.5773502691896278,-0.6666666666666714,ultra_low,ultra_low_air_transit_ultra_low_temperature_freezer,-69.0,-1.0,1.0,True,False,False,False,False,False,False,False,True,False,-0.12521608800923628,False
batch001,2020-09-02 08:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-69,-69,-69.0,95.0,840,0,0,0,0,1.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.16030834571788777,False
batch001,2020-09-02 09:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-69,-69,-69.0,95.0,840,0,0,0,0,0.0,-69.33333333333333,0.5773502691896278,0.3333333333333286,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.16279662710868642,False
batch001,2020-09-02 10:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.1603479438674707,False
batch001,2020-09-02 11:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.1603479438674707,False
batch001,2020-09-02 12:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-70,-69,-69.5,95.0,840,0,0,0,1,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.1603479438674707,False
batch001,2020-09-02 13:00:00,Delhi Airport,dest_air_cargo,ultra_low_temperature_freezer,2,-69,-69,-69.0,95.0,840,0,0,0,0,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_dest_air_cargo_ultra_low_temperature_freezer,-68.0,-1.0,1.0,False,True,False,False,False,False,False,False,True,False,-0.15238253678248403,False
batch001,2020-09-02 14:00:00,Delhi Airport,dest_air_cargo,vaccine_storage_unit,2,-65,-61,-63.0,93.5,839,1,0,0,4,8.0,-66.33333333333333,4.618802153517004,5.333333333333329,ultra_low,ultra_low_dest_air_cargo_vaccine_storage_unit,-61.0,0.0,0.0,False,True,False,False,False,False,False,False,False,True,0.001539411527280432,False
batch001,2020-09-02 15:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-69,-69.0,85.5,838,2,0,0,0,-8.0,-66.33333333333333,4.618802153517004,-2.6666666666666714,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.02539408359392381,False
batch001,2020-09-02 16:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-68,-68,-68.0,88.5,837,3,0,0,0,1.0,-66.0,4.35889894354067,-2.0,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.05549462522203785,False
batch001,2020-09-02 17:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-69,-69.0,88.5,836,4,0,0,0,-1.0,-68.66666666666667,0.5773502691896001,-0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.14141604198961844,False
batch001,2020-09-02 18:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,87.5,835,5,0,0,1,0.0,-68.66666666666667,0.5773502691896001,-0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.13758802110858354,False
batch001,2020-09-02 19:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-69,-69.0,90.0,834,6,0,0,0,0.0,-69.0,0.0,0.0,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.13997897346901422,False
batch001,2020-09-02 20:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-68,-68,-68.0,87.5,833,7,0,0,0,1.0,-68.66666666666667,0.5773502691896001,0.6666666666666714,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.10891183838374358,False
batch001,2020-09-02 21:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-68,-69.0,88.5,832,8,0,0,2,0.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.14260963692266454,False
batch001,2020-09-02 22:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,87.5,831,9,0,0,1,-1.0,-68.33333333333333,0.5773502691896001,-0.6666666666666714,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.13828899367044617,False
batch001,2020-09-02 23:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-68,-68.5,85.5,830,10,0,0,1,1.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.11450064099734708,False
batch001,2020-09-03 00:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-68,-68.5,89.0,829,11,0,0,1,0.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.1435531459413395,False
batch001,2020-09-03 01:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,86.0,828,12,0,0,1,-1.0,-68.33333333333333,0.5773502691896001,-0.6666666666666714,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.126617212876254,False
batch001,2020-09-03 02:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-68,-68.5,89.0,827,13,0,0,1,1.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.14146182939892882,False
batch001,2020-09-03 03:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,87.5,826,14,0,0,1,-1.0,-68.66666666666667,0.5773502691896001,-0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.1402966991303678,False
batch001,2020-09-03 04:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-70,-70.0,86.5,825,15,0,0,0,-1.0,-69.0,0.9999999999999858,-1.0,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-2.0,2.0,False,False,True,False,False,False,False,True,False,False,-0.09743066165045366,False
batch001,2020-09-03 05:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,87.5,824,16,0,0,1,1.0,-69.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.12510141048961398,False
batch001,2020-09-03 06:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-68,-68.5,87.0,823,17,0,0,1,1.0,-69.0,0.9999999999999858,1.0,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.1241359456859884,False
batch001,2020-09-03 07:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-69,-69.5,87.0,822,18,0,0,1,-1.0,-68.66666666666667,0.5773502691896001,-0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,-1.0,1.0,False,False,True,False,False,False,False,True,False,False,-0.13382947009560392,False
batch001,2020-09-03 08:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-68,-69.0,87.5,821,19,0,0,2,1.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.1308670553711207,False
batch001,2020-09-03 09:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-70,-68,-69.0,86.0,820,20,0,0,2,0.0,-68.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.12530634553347875,False
batch001,2020-09-03 10:00:00,Delhi-Jharkand,dest_reefer_truck,reefer_truck,2,-69,-68,-68.5,87.0,819,21,0,0,1,0.0,-68.0,0.0,0.0,ultra_low,ultra_low_dest_reefer_truck_reefer_truck,-68.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,-0.12023679074417942,False
batch001,2020-09-03 11:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-69,-68,-68.5,92.0,818,22,0,0,1,0.0,-68.0,0.0,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,-2.0,2.0,False,False,False,True,False,False,False,False,False,True,-0.1714369802446859,False
batch001,2020-09-03 12:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-67,-65,-66.0,92.5,817,23,0,0,2,3.0,-67.0,1.732050807568868,2.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.1960824886694365,False
batch001,2020-09-03 13:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-66,-65,-65.5,91.5,816,24,0,0,1,0.0,-66.0,1.732050807568868,1.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.19555116306168913,False
batch001,2020-09-03 14:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-67,-65,-66.0,91.5,815,25,0,0,2,0.0,-65.0,0.0,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.16051335624496765,False
batch001,2020-09-03 15:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-68,-66,-67.0,92.0,814,26,0,0,2,-1.0,-65.33333333333333,0.5773502691896001,-0.6666666666666714,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,-0.18887822279490635,False
batch001,2020-09-03 16:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-70,-67,-68.5,92.5,813,27,0,0,3,-1.0,-66.0,0.9999999999999858,-1.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,-1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.19310626264234498,False
batch001,2020-09-03 17:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-68,-65,-66.5,92.0,812,28,0,0,3,2.0,-66.0,0.9999999999999858,1.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.20422419398651526,False
batch001,2020-09-03 18:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-68,-65,-66.5,93.0,811,29,0,0,3,0.0,-65.66666666666667,1.1547005383792401,0.6666666666666714,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.20990560167090588,False
batch001,2020-09-03 19:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-66,-65,-65.5,92.0,810,30,0,0,1,0.0,-65.0,0.0,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.15331744238702194,False
batch001,2020-09-03 20:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-69,-65,-67.0,92.5,809,31,0,0,4,0.0,-65.0,0.0,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.1536816956894137,False
batch001,2020-09-03 21:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-70,-67,-68.5,92.0,808,32,0,0,3,-2.0,-65.66666666666667,1.1547005383792401,-1.3333333333333286,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,-1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.17747377401810538,False
batch001,2020-09-03 22:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-69,-66,-67.5,93.0,807,33,0,0,3,1.0,-66.0,0.9999999999999858,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,-0.20628368061906494,False
batch001,2020-09-03 23:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-68,-66,-67.0,93.5,806,34,0,0,2,0.0,-66.33333333333333,0.5773502691896001,0.3333333333333286,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,-0.210610029632254,False
batch001,2020-09-04 00:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-67,-65,-66.0,93.5,805,35,0,0,2,1.0,-65.66666666666667,0.5773502691896001,0.6666666666666714,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.2016679338274024,False
batch001,2020-09-04 01:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-70,-67,-68.5,93.0,804,36,0,0,3,-2.0,-66.0,0.9999999999999858,-1.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,-1.0,1.0,False,False,False,True,False,False,False,False,False,True,-0.18870333824412083,False
batch001,2020-09-04 02:00:00,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,-70,-66,-68.0,93.5,803,37,0,0,4,1.0,-66.0,0.9999999999999858,0.0,ultra_low,ultra_low_dest_vaccine_storage_unit_vaccine_storage_unit,-66.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,-0.17086914488066418,False
